Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant
Poa paucispicula,N/A,AK;,Poaceae,Flowering Plants,Not Listed,7,P
Poa siphonoglossa,N/A,HI; U.S.A. (HI),Poaceae,Flowering Plants,Endangered,1,P
Podistera yukonensis,N/A,AK; Canada (Yukon),Apiaceae,Flowering Plants,Not Listed,7,P
Polemonium nevadense,N/A,NV;,Polemoniaceae,Flowering Plants,Not Listed,8,P
Polemonium pectinatum,N/A,WA;,Polemoniaceae,Flowering Plants,Not Listed,1,P
Polygala alba,N/A,N/A,Polygalaceae,Flowering Plants,Not Listed,N/A,P
Polygala boykinii sparsifolia,N/A,FL;,Polygalaceae,Flowering Plants,Not Listed,4,P
Polygala paucifolia,N/A,N/A,Polygalaceae,Flowering Plants,Not Listed,N/A,P
Polygala piliophora,N/A,AZ;,Polygalaceae,Flowering Plants,Not Listed,2,P
Polygala rimulicola rimulicola,N/A,"NM, TX;",Polygalaceae,Flowering Plants,Not Listed,2,P
Polygala subspinosa heterorhynca,N/A,"CA, NV;",Polygalaceae,Flowering Plants,Not Listed,8,P
Polygala verticillata,N/A,N/A,Polygalaceae,Flowering Plants,Not Listed,N/A,P
Polygonum cascadense,N/A,OR;,Polygonaceae,Flowering Plants,Not Listed,1,P
Polygonum striatulum,N/A,TX;,Polygonaceae,Flowering Plants,Not Listed,2,P
Polygonum utahense,N/A,UT;,Polygonaceae,Flowering Plants,Not Listed,6,P
Polymnia laevigata,N/A,"AL, FL, GA, KY, MO, TN;",Asteraceae,Flowering Plants,Not Listed,"3, 4",P
Polyscias bisattenuata,N/A,HI; U.S.A. (HI),Araliaceae,Flowering Plants,Endangered,1,P
Polyscias flynnii,N/A,HI; U.S.A. (HI),Araliaceae,Flowering Plants,Endangered,1,P
Polyscias lydgatei,N/A,HI; U.S.A. (HI),Araliaceae,Flowering Plants,Endangered,1,P
Polyscias racemosa,N/A,HI; U.S.A. (HI),Araliaceae,Flowering Plants,Endangered,1,P
Polystichum calderonense,N/A,PR; Endemic to Puerto Rico; U.S.A. (PR),Dryopteridaceae,Ferns and Allies,Endangered,4,P
Porella appalachiana,N/A,"NC, SC;",Porellaceae,Flowering Plants,Not Listed,4,P
Porella wataugensis,A Liverwort,NC;,Porellaceae,Flowering Plants,Not Listed,4,P
Porites napopora,N/A,N/A,Poritidae,Corals,Threatened,N/A,I
Porophyllum greggii,N/A,TX;,Asteraceae,Flowering Plants,Not Listed,2,P
Porophyllum pygmaeum,N/A,NV;,Asteraceae,Flowering Plants,Not Listed,8,P
Portulaca caulerpoides,N/A,"PR, VI;",Portulacaceae,Flowering Plants,Not Listed,4,P
Portulaca molokiniensis,N/A,HI;,Portulacaceae,Flowering Plants,Not Listed,1,P
Portulaca smallii,N/A,"GA, NC, SC, VA;",Portulacaceae,Flowering Plants,Not Listed,"4, 5",P
Potamogeton hillii,N/A,PA;,Potamogetonaceae,Flowering Plants,Not Listed,5,P
Potamogeton lateralis,N/A,"CT, MA, MI, MN, NH, NY, VT;",Potamogetonaceae,Flowering Plants,Not Listed,"3, 5",P
Potentilla angelliae,N/A,UT;,Rosaceae,Flowering Plants,Not Listed,6,P
Potentilla cottamii,N/A,"NV, UT;",Rosaceae,Flowering Plants,Not Listed,"6, 8",P
Potentilla sierrae-blancae,N/A,NM;,Rosaceae,Flowering Plants,Not Listed,2,P
Pritchardia bakeri,Loulu,"HI; ; Pritcharida bakeri is currently known from the northern end (Pupukea) and southern end (Kuliouou) of the Koolau Mountain range, on the island of Oahu (Hodel 2009, pp. 173−179; Bacon et al. 2012, pp. 1−17; PEPP 2014, in litt.).",Arecaceae,Flowering Plants,Endangered,1,P
Priva portoricensis,N/A,"PR, VI;",Verbenaceae,Flowering Plants,Not Listed,4,P
Proatriplex pleiantha,N/A,"CO, NM, UT;",Chenopodiaceae,Flowering Plants,Not Listed,"2, 6",P
Prunus alleghaniensis davisii,N/A,MI;,Rosaceae,Flowering Plants,Not Listed,3,P
Prunus havardii,N/A,TX;,Rosaceae,Flowering Plants,Not Listed,2,P
Prunus minutiflora,N/A,TX;,Rosaceae,Flowering Plants,Not Listed,2,P
Prunus murrayana,N/A,TX;,Rosaceae,Flowering Plants,Not Listed,2,P
Prunus texana,N/A,TX;,Rosaceae,Flowering Plants,Not Listed,2,P
Pseudocopaeodes eunus alinea,N/A,"CA, NV; Desert areas of southern California and two sites in Nevada",Hesperiidae,Insects,Not Listed,8,I
Pseudocopaeodes eunus flavus,N/A,"CA, NV; Western and central Nevada and eastern slopes of Sierra Nevada",Hesperiidae,Insects,Not Listed,8,I
Pseudocopaeodes eunus ssp.,N/A,"CA; Mono Lake, California",Hesperiidae,Insects,Not Listed,8,I
Pseudognaphalium macounii,N/A,"DE, IL, NJ;",Asteraceae,Flowering Plants,Not Listed,"3, 5",P
Psorothamnus kingii,N/A,NV;,Fabaceae,Flowering Plants,Not Listed,8,P
Psorothamnus polydenius var. jonesii,N/A,UT;,Fabaceae,Flowering Plants,Not Listed,6,P
Psychilis krugii,N/A,"PR, VI;",Orchidaceae,Flowering Plants,Not Listed,4,P
Psychotria insularum paradisii,N/A,HI;,Rubiaceae,Flowering Plants,Not Listed,1,P
Pteris lidgatei,N/A,HI; U.S.A. (PR),Adiantaceae,Ferns and Allies,Endangered,1,P
ptomaphagus cocytus,N/A,N/A,leiodidae,Insects,Not Listed,N/A,I
Pycnanthemum curvipes,N/A,"AL, GA, TN;",Lamiaceae,Flowering Plants,Not Listed,4,P
Pycnanthemum floridanum,N/A,FL;,Lamiaceae,Flowering Plants,Not Listed,4,P
Pyrrocoma insecticruris,N/A,ID;,Asteraceae,Flowering Plants,Not Listed,1,P
Pyrrocoma liatriformis,N/A,"ID, WA;",Asteraceae,Flowering Plants,Not Listed,1,P
Randia portoricensis,N/A,"PR, VI;",Rubiaceae,Flowering Plants,Not Listed,4,P
Ranunculus austro-oreganus,N/A,OR;,Ranunculaceae,Flowering Plants,Not Listed,1,P
Ranunculus occidentalis nelsonii,N/A,AK;,Ranunculaceae,Flowering Plants,Not Listed,7,P
Ranunculus triternatus,N/A,WA;,Ranunculaceae,Flowering Plants,Not Listed,1,P
Rauvolfia helleri,N/A,HI;,Apocynaceae,Flowering Plants,Not Listed,1,P
Rauvolfia mauiensis,N/A,HI;,Apocynaceae,Flowering Plants,Not Listed,1,P
Rauvolfia molokaiensis parvifolia,N/A,HI;,Apocynaceae,Flowering Plants,Not Listed,1,P
Rauvolfia sandwicensis subacuminata,N/A,HI;,Apocynaceae,Flowering Plants,Not Listed,1,P
Remya kauaiensis,N/A,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P
Remya montgomeryi,N/A,HI; U.S.A. (HI),Asteraceae,Flowering Plants,Endangered,1,P
rhadine austinica,N/A,N/A,carabidae,Insects,Not Listed,N/A,I
rhadine insolita,N/A,N/A,carabidae,Insects,Not Listed,N/A,I
rhadine noctivaga,N/A,N/A,carabidae,Insects,Not Listed,N/A,I
rhadine russelli,N/A,N/A,carabidae,Insects,Not Listed,N/A,I
Rhinanthus arcticus,N/A,AK;,Scrophulariaceae,Flowering Plants,Not Listed,7,P
Rhipsalis baccifera,N/A,"FL; Mexico,Sri Lanka,Africa,Central America,South America,West Indies",Cactaceae,Flowering Plants,Not Listed,4,P
Rhododon ciliatus,N/A,TX;,Lamiaceae,Flowering Plants,Not Listed,2,P
Rhynchosia cinerea,N/A,FL;,Fabaceae,Flowering Plants,Not Listed,4,P
Rollandia angustifolia ochreata,N/A,HI;,Campanulaceae,Flowering Plants,Not Listed,1,P
Rollandia degenerana,N/A,HI;,Campanulaceae,Flowering Plants,Not Listed,1,P
Romanzoffia thompsonii,N/A,OR;,Hydrophyllaceae,Flowering Plants,Not Listed,1,P
Rorippa aquatica,N/A,"IL, IN, KY, LA, MI, MO, NC, NY, OH, OK, SC, TN, VA, VT, WI;",Brassicaceae,Flowering Plants,Not Listed,"2, 3, 4, 5",P
Rorippa calycina,N/A,"MT, ND, WY; Canada (N.W.T.)",Brassicaceae,Flowering Plants,Not Listed,6,P
Rosa stellata stellata,N/A,"NM, TX;",Rosaceae,Flowering Plants,Not Listed,2,P
Rubus bartonianus,N/A,"ID, OR;",Rosaceae,Flowering Plants,Not Listed,1,P
Rubus macraei,N/A,HI;,Rosaceae,Flowering Plants,Not Listed,1,P
Rubus missouricus,N/A,"IL, MI, MO;",Rosaceae,Flowering Plants,Not Listed,3,P
Rubus nigerrimus,N/A,WA;,Rosaceae,Flowering Plants,Not Listed,1,P
Ruellia drummondiana,N/A,TX;,Acanthaceae,Flowering Plants,Not Listed,2,P
Rumex spiralis,N/A,TX;,Polygonaceae,Flowering Plants,Not Listed,2,P
Sageretia minutiflora,N/A,"AL, FL, GA, MS, SC;",Rhamnaceae,Flowering Plants,Not Listed,4,P
Salvia dorrii clokeyi,N/A,NV;,Lamiaceae,Flowering Plants,Not Listed,8,P
Sanicula kauaiensis,N/A,HI;,Apiaceae,Flowering Plants,Not Listed,1,P
Sanicula mariversa,N/A,HI; U.S.A. (HI),Apiaceae,Flowering Plants,Endangered,1,P
Sanicula purpurea,N/A,HI; U.S.A. (HI),Apiaceae,Flowering Plants,Endangered,1,P
Sanicula sandwicensis,N/A,"HI; ; Currently, one population of individuals is scattered on the slopes of Haleakala on the island of Maui (Plant Extinction Prevention Program (PEPP) 2011, p. 162; PEPP 2014, in litt.).  This species has not recently been observed on the island of Hawaii.",Apiaceae,Flowering Plants,Endangered,1,P
Santalum ellipticum littorale,N/A,HI;,Santalaceae,Flowering Plants,Not Listed,1,P
Santalum involutum,N/A,"HI; ; Current Range Distribution:
Santalum involutum is currently known from small isolated forest pockets in Pohakuao and Kalalau valleys in the mesic and wet ecosystems in the Na Pali-Kona Forest Reserve on the northern side of Kauai (Harbaugh et al. 2010, pp. 827−838).",Santalaceae,Flowering Plants,Endangered,1,P
Santalum salicifolium,N/A,HI;,Santalaceae,Flowering Plants,Not Listed,1,P
Saussurea weberi,N/A,"CO, MT;",Asteraceae,Flowering Plants,Not Listed,6,P
Saxifraga bryophora tobiasiae,N/A,ID;,Saxifragaceae,Flowering Plants,Not Listed,1,P
Scaevola gaudichaudiana,N/A,HI;,Goodeniaceae,Flowering Plants,Not Listed,1,P
Schiedea attenuata,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea diffusa ssp. macraei,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea diffusa subsp. diffusa,N/A,"HI; ; Schiedea diffusa ssp. diffusa is currently known to exist solely on East Maui.  It has not been collected on Molokai since 1981 (Wagner et al. 2005, p. 106).",Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea haleakalensis,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea helleri,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea hookeri,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea implexa,N/A,HI; Believed to be extinct,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Schiedea jacobii,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea kaalae,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea kauaiensis,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea laui,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea lydgatei,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea mannii,N/A,HI;,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Schiedea membranacea,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea menziesii,N/A,HI;,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Schiedea nuttallii,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea obovata,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea salicaria,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea sarmentosa,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea spergulina var. leiopoda,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea spergulina var. spergulina,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Threatened,1,P
Schiedea trinervis,N/A,HI;,Caryophyllaceae,Flowering Plants,Endangered,1,P
Schiedea verticillata,N/A,U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,N/A,P
Schiedea viscosa,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Schisandra glabra,N/A,"AL, AR, FL, GA, KY, LA, MS, NC, SC, TN;",Schisandraceae,Flowering Plants,Not Listed,4,P
Schizachyrium niveum,N/A,FL;,Poaceae,Flowering Plants,Not Listed,4,P
Schizachyrium rhizomatum,N/A,FL;,Poaceae,Flowering Plants,Not Listed,4,P
Schoepfia arenaria,N/A,PR; Endemic to Puerto Rico; U.S.A. (PR),Olacaceae,Flowering Plants,Threatened,4,P
Scleria hirtella,N/A,"PR, VI;",Cyperaceae,Flowering Plants,Not Listed,4,P
Sclerocactus contortus,N/A,"CO, NM;",Cactaceae,Flowering Plants,Not Listed,"2, 6",P
Sclerocactus spinosior,N/A,UT;,Cactaceae,Flowering Plants,Not Listed,6,P
Sclerocactus warnockii,N/A,TX;,Cactaceae,Flowering Plants,Not Listed,2,P
Sclerocactus whipplei heilii,N/A,NM;,Cactaceae,Flowering Plants,Not Listed,2,P
Sclerocactus whipplei reevesii,N/A,NM;,Cactaceae,Flowering Plants,Not Listed,2,P
Selaginella utahensis,N/A,"NV, UT;",Selaginellaceae,Ferns and Allies,Not Listed,"6, 8",P
Senecio hydrophilus,N/A,HI;,Asteraceae,Flowering Plants,Not Listed,1,P
Senecio lynceus leucoreus,N/A,NV;,Asteraceae,Flowering Plants,Not Listed,8,P
Senecio neowebsteri,N/A,WA;,Asteraceae,Flowering Plants,Not Listed,1,P
senecio quaylei,quayle's ragwort,N/A,asteraceae,Flowering Plants,Not Listed,N/A,P
Senecio warnockii,N/A,TX;,Asteraceae,Flowering Plants,Not Listed,2,P
Seriatopora aculeata,N/A,N/A,Pocilloporidae,Corals,Threatened,N/A,I
Seymeria bipinnatisecta,N/A,TX;,Scrophulariaceae,Flowering Plants,Not Listed,2,P
Shoshonea pulvinata,N/A,"MT, WY;",Apiaceae,Flowering Plants,Not Listed,6,P
Sibara grisea,N/A,"NM, TX;",Brassicaceae,Flowering Plants,Not Listed,2,P
Sibara rosulata,N/A,CA;,Brassicaceae,Flowering Plants,Not Listed,8,P
Sicyos hillebrandii,N/A,HI; Believed to be extinct,Cucurbitaceae,Flowering Plants,Not Listed,1,P
Sicyos lanceoloideus,N/A,"HI; ; This species is currently known to occur in the Pualii area of the Honouliuli Forest Reserve (Waianae Mountains) on Oahu; and lower Kawaiiki in Waimea Canyon State Park on Kauai (Wagner et al 1999, p. 575; Plant Extinction Prevention Program (PEPP) 2013, p. 189; State of Hawaii 2013, in litt.).",Cucurbitaceae,Flowering Plants,Endangered,1,P
Sicyos maximowiczii,N/A,HI;,Cucurbitaceae,Flowering Plants,Not Listed,1,P
Sicyos pachycarpus,N/A,HI;,Cucurbitaceae,Flowering Plants,Not Listed,1,P
Sicyos pachycarpus,N/A,HI;,Cucurbitaceae,Flowering Plants,Not Listed,1,P
Sicyos semitonsus,N/A,HI;,Cucurbitaceae,Flowering Plants,Not Listed,1,P
Sida fallax,N/A,HI;,Malvaceae,Flowering Plants,Not Listed,1,P
Sida fallax,N/A,HI;,Malvaceae,Flowering Plants,Not Listed,1,P
Sida inflexa,N/A,VA; Possibly extinct,Malvaceae,Flowering Plants,Not Listed,5,P
Sida rubromarginata,N/A,FL;,Malvaceae,Flowering Plants,Not Listed,4,P
Sidalcea candida,N/A,"CO, NM, NV, UT, WY;",Malvaceae,Flowering Plants,Not Listed,"2, 6, 8",P
Sidalcea cusickii,N/A,OR;,Malvaceae,Flowering Plants,Not Listed,1,P
Sidalcea setosa,N/A,"CA, OR;",Malvaceae,Flowering Plants,Not Listed,"1, 8",P
Silene alexandri,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Silene aperta,N/A,CA;,Caryophyllaceae,Flowering Plants,Not Listed,8,P
Silene clokeyi,N/A,NV;,Caryophyllaceae,Flowering Plants,Not Listed,8,P
Silene cryptopetala,N/A,HI; Believed to be extinct,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Silene degeneri,N/A,HI; Believed to be extinct,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Silene hawaiiensis,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Threatened,1,P
Silene lanceolata,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Silene perlmanii,N/A,HI; U.S.A. (HI),Caryophyllaceae,Flowering Plants,Endangered,1,P
Silene scaposa lobata,N/A,"ID, NV, OR;",Caryophyllaceae,Flowering Plants,Not Listed,"1, 8",P
Silene scaposa scaposa,N/A,OR;,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Silene seelyi,N/A,WA;,Caryophyllaceae,Flowering Plants,Not Listed,1,P
Silene wrightii,N/A,NM;,Caryophyllaceae,Flowering Plants,Not Listed,2,P
Silphium confertifolium,N/A,AL;,Asteraceae,Flowering Plants,Not Listed,4,P
Smelowskia borealis villosa,N/A,AK;,Brassicaceae,Flowering Plants,Not Listed,7,P
Smelowskia holmgrenii,N/A,NV;,Brassicaceae,Flowering Plants,Not Listed,8,P
Smelowskia pyriformis,N/A,AK;,Brassicaceae,Flowering Plants,Not Listed,7,P
Smilax melastomifolia melastomifolia,N/A,HI;,Liliaceae,Flowering Plants,Not Listed,1,P
Smilax pseudochina,N/A,GA; Possibly extinct,Liliaceae,Flowering Plants,Not Listed,4,P
Solanum carolinense floridanum,N/A,FL;,Solanaceae,Flowering Plants,Not Listed,4,P
Solanum mucronatum,N/A,"PR, VI;",Solanaceae,Flowering Plants,Not Listed,4,P
Solanum woodburyi,N/A,"PR, VI;",Solanaceae,Flowering Plants,Not Listed,4,P
Solidago arguta harrissii,N/A,"MD, PA, VA, WV;",Asteraceae,Flowering Plants,Not Listed,5,P
Solidago mollis angustata,N/A,TX;,Asteraceae,Flowering Plants,Not Listed,2,P
Solidago ouachitensis,N/A,"AR, OK;",Asteraceae,Flowering Plants,Not Listed,"2, 4",P
Solidago petiolaris,N/A,TX;,Asteraceae,Flowering Plants,Not Listed,2,P
Solidago sphathulata gillmanii,N/A,"IN, MI, WI;",Asteraceae,Flowering Plants,Not Listed,3,P
sonorarctia fervida,N/A,N/A,arctiidae,Insects,Not Listed,N/A,I
sonorella huecoensis,hueco mountains talus snail,N/A,helminthoglyptidae,Snails,Not Listed,N/A,I
sonorella pedregosensis,leslis canyon talussnail,N/A,helminthoglyptidae,Snails,Not Listed,N/A,I
Sophora arizonica,N/A,AZ;,Fabaceae,Flowering Plants,Not Listed,2,P
Sophora arizonica,N/A,AZ;,Fabaceae,Flowering Plants,Not Listed,2,P
Sophora chrysophylla circularis,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla elliptica,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla glabrata,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla grisea,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla kanaioensis,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla kauensis,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla lanaiensis,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla makuaensis,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora chrysophylla unifoliata,N/A,HI;,Fabaceae,Flowering Plants,Not Listed,1,P
Sophora leachiana,N/A,OR;,Fabaceae,Flowering Plants,Not Listed,1,P
Spermolepis hawaiiensis,N/A,HI; U.S.A. (HI),Apiaceae,Flowering Plants,Endangered,1,P
Sphaeralcea janeae,N/A,UT;,Malvaceae,Flowering Plants,Not Listed,6,P
Sphaeralcea procera,N/A,NM; Believed to be extinct,Malvaceae,Flowering Plants,Not Listed,2,P
Sphaeralcea psoraloides,N/A,UT;,Malvaceae,Flowering Plants,Not Listed,6,P
sphingicampa raspa,N/A,N/A,saturniidae,Insects,Not Listed,N/A,I
sphinx eremitoides,N/A,N/A,sphingidae,Insects,Not Listed,N/A,I
sphinx smithi,sphinx moth,N/A,sphingidae,Insects,Not Listed,N/A,I
Spigelia texana,N/A,TX;,Loganiaceae,Flowering Plants,Not Listed,2,P
Stanleya pinnata gibberosa,N/A,WY;,Brassicaceae,Flowering Plants,Not Listed,6,P
Stenandrium fascicularis,N/A,TX;,Acanthaceae,Flowering Plants,Not Listed,2,P
Stenogyne affinis degeneri,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne angustifolia angustifolia,N/A,HI;,Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne bifida,N/A,HI; U.S.A. (HI),Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne campanulata,N/A,HI; U.S.A. (HI),Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne cinerea,N/A,HI; Believed to be extinct,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne cranwelliae,N/A,HI;,Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne haliakalae,N/A,HI; Possibly extinct,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne kaalae ssp. sherffii,N/A,"HI; ; Stenogyne kaalae subsp. sherffii, which is considered extinct in the wild, is known only from cultivated individuals that are expected to be outplanted for the purpose of reestablishing this species in the wild (Hawaii Plant Extinction Prevent Program (PEPP) 2014, in litt.).  Due to the challenging logistics associated with conducting field work in Hawaii, it is possible additional occurrences exist in the wild, which have yet been surveyed.",Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne kanehoana,N/A,HI; U.S.A. (HI),Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne kauaulaensis,N/A,HI;,Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne kealiae,N/A,HI; U.S.A. (HI),Lamiaceae,Flowering Plants,Endangered,1,P
Stenogyne macrantha,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne microphylla,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne oxygona,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne purpurea forbesii,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne rotundifolia,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne rotundifolia oblonga,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne rugosa,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne rugosa mollis,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne salicifolia,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne scrophularioides,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne scrophularioides,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne scrophularioides,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne sessilis hexantha,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne sessilis laniensis,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne sessilis wilkesii,N/A,HI;,Lamiaceae,Flowering Plants,Not Listed,1,P
Stenogyne viridis,N/A,HI; Believed to be extinct,Lamiaceae,Flowering Plants,Not Listed,1,P
Stillingia sylvatica tenuis,N/A,FL;,Euphorbiaceae,Flowering Plants,Not Listed,4,P
Streptanthus carinatus,N/A,"AZ, TX;",Brassicaceae,Flowering Plants,Not Listed,2,P
streptocephalus thomasbowmani,bowman's fairy shrimp,N/A,streptocephalidae,Crustaceans,Not Listed,N/A,I
Stylocline citroleum,N/A,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Stylocline masonii,N/A,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Styphelia tameiameiae hexamera,N/A,HI;,Epacridaceae,Flowering Plants,Not Listed,1,P
Suaeda rolandii,N/A,"DE, NJ, NY;",Chenopodiaceae,Flowering Plants,Not Listed,5,P
Sullivantia hapemanii,N/A,"MT, WY;",Saxifragaceae,Flowering Plants,Not Listed,6,P
Sullivantia oregana,N/A,"OR, WA;",Saxifragaceae,Flowering Plants,Not Listed,1,P
Sullivantia purpusii,N/A,CO;,Saxifragaceae,Flowering Plants,Not Listed,6,P
Synthyris canbyi,N/A,MT;,Scrophulariaceae,Flowering Plants,Not Listed,6,P
Synthyris missurica hirsuta,N/A,OR;,Scrophulariaceae,Flowering Plants,Not Listed,1,P
Synthyris missurica stellata,N/A,"OR, WA;",Scrophulariaceae,Flowering Plants,Not Listed,1,P
